,schoolshort,studentid,gradelevelduringadminyear,ell,lunch_recode,sped_recode,ethnicity_recode,pre_score,lexilelevel,interim_score
216,LUSKIN,207565,11.0,IFEP,Paid,Non-Special Education,Hispanic or Latino,1065.0,below_gl_1_3_yrs,1090.0
217,OUCHI,207577,11.0,EL,Free/Reduced,Non-Special Education,Hispanic or Latino,655.0,between_6_yrs_fr,710.0
218,OUCHI,207601,11.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,850.0,between_6_yrs_fr,840.0
219,OUCHI,207649,11.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1150.0,below_gl_1_3_yrs,1265.0
220,OUCHI,207673,11.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,685.0,between_6_yrs_fr,750.0
221,OUCHI,207697,11.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1245.0,grade_level,1250.0
222,OUCHI,207889,11.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1135.0,below_gl_1_3_yrs,1120.0
223,OUCHI,207985,11.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,875.0,between_6_yrs_fr,925.0
224,SMASS,464929,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1245.0,grade_level,1200.0
225,TENNENBAUM,464941,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,615.0,between_6_yrs_fr,625.0
226,OUCHI,464953,9.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1245.0,college_ready,1320.0
227,OUCHI,464965,9.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1035.0,below_gl_1_3_yrs,1090.0
228,BLOOMFIELD,464977,9.0,EO,Free/Reduced,Non-Special Education,Hispanic or Latino,865.0,below_gl_4_6_yrs,915.0
229,BAXTER,464989,9.0,EO,Free/Reduced,Special Education,Black or African American,905.0,below_gl_1_3_yrs,940.0
230,BLOOMFIELD,465025,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,875.0,between_6_yrs_fr,945.0
231,BLOOMFIELD,465037,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,955.0,below_gl_4_6_yrs,965.0
232,BLOOMFIELD,465049,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1000.0,below_gl_4_6_yrs,1050.0
233,BLOOMFIELD,465061,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1125.0,below_gl_1_3_yrs,1140.0
234,BLOOMFIELD,465073,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,850.0,between_6_yrs_fr,870.0
235,BLOOMFIELD,465097,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1105.0,below_gl_1_3_yrs,1165.0
236,BLOOMFIELD,465109,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,955.0,below_gl_4_6_yrs,985.0
237,BLOOMFIELD,465121,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1040.0,below_gl_4_6_yrs,1035.0
238,BLOOMFIELD,465133,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1385.0,college_ready,1295.0
239,BLOOMFIELD,465157,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1050.0,below_gl_4_6_yrs,1060.0
240,BLOOMFIELD,465169,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1015.0,below_gl_4_6_yrs,1000.0
241,BLOOMFIELD,465193,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1115.0,below_gl_1_3_yrs,1160.0
242,BLOOMFIELD,465205,12.0,RFEP,Free/Reduced,Special Education,Hispanic or Latino,1140.0,below_gl_1_3_yrs,1125.0
243,BLOOMFIELD,465217,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1110.0,below_gl_1_3_yrs,1125.0
244,BLOOMFIELD,465241,12.0,IFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,895.0,between_6_yrs_fr,855.0
245,BLOOMFIELD,465253,12.0,IFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,790.0,between_6_yrs_fr,715.0
246,BLOOMFIELD,465301,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1060.0,below_gl_1_3_yrs,1150.0
247,BLOOMFIELD,465313,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,860.0,between_6_yrs_fr,765.0
248,BLOOMFIELD,465361,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,855.0,between_6_yrs_fr,930.0
249,BLOOMFIELD,465385,12.0,IFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1220.0,grade_level,1210.0
250,BLOOMFIELD,468625,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1065.0,below_gl_1_3_yrs,1105.0
251,BLOOMFIELD,468637,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,965.0,below_gl_4_6_yrs,1010.0
252,SMIDT,468649,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,965.0,below_gl_4_6_yrs,1045.0
253,NEUWIRTH,468673,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,895.0,between_6_yrs_fr,895.0
254,NEUWIRTH,468685,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1075.0,below_gl_1_3_yrs,1125.0
255,NEUWIRTH,468697,12.0,EO,Paid,Non-Special Education,Hispanic or Latino,1035.0,below_gl_4_6_yrs,1075.0
256,NEUWIRTH,468709,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,955.0,below_gl_4_6_yrs,1000.0
257,NEUWIRTH,468769,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,890.0,between_6_yrs_fr,895.0
258,NEUWIRTH,468793,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1230.0,grade_level,1245.0
259,NEUWIRTH,468805,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,840.0,between_6_yrs_fr,920.0
260,NEUWIRTH,468817,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1140.0,below_gl_1_3_yrs,1235.0
261,NEUWIRTH,468853,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1245.0,grade_level,1320.0
262,NEUWIRTH,468865,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1105.0,below_gl_1_3_yrs,1175.0
263,NEUWIRTH,468889,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,845.0,between_6_yrs_fr,775.0
264,NEUWIRTH,468901,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1020.0,below_gl_4_6_yrs,1125.0
265,NEUWIRTH,468913,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,710.0,between_6_yrs_fr,705.0
266,NEUWIRTH,468925,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1135.0,below_gl_1_3_yrs,1120.0
267,NEUWIRTH,468937,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,890.0,between_6_yrs_fr,930.0
268,NEUWIRTH,468949,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1255.0,grade_level,1325.0
269,NEUWIRTH,468961,12.0,EO,Free/Reduced,Non-Special Education,Hispanic or Latino,1145.0,below_gl_1_3_yrs,1125.0
270,NEUWIRTH,468973,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,880.0,between_6_yrs_fr,885.0
271,NEUWIRTH,468985,12.0,RFEP,Paid,Non-Special Education,Hispanic or Latino,890.0,between_6_yrs_fr,910.0
272,NEUWIRTH,469009,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,890.0,between_6_yrs_fr,930.0
273,SMIDT,469021,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1050.0,below_gl_4_6_yrs,890.0
274,NEUWIRTH,469045,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1070.0,below_gl_1_3_yrs,1105.0
275,NEUWIRTH,469069,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,940.0,below_gl_4_6_yrs,1015.0
276,NEUWIRTH,469129,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,855.0,between_6_yrs_fr,775.0
277,NEUWIRTH,469153,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1140.0,below_gl_1_3_yrs,1165.0
278,NEUWIRTH,469189,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1350.0,college_ready,<built-in function zeros>
279,NEUWIRTH,469201,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,815.0,between_6_yrs_fr,830.0
280,NEUWIRTH,469225,12.0,RFEP,Free/Reduced,Special Education,Hispanic or Latino,1015.0,below_gl_4_6_yrs,1055.0
281,NEUWIRTH,469273,12.0,EO,Free/Reduced,Special Education,Hispanic or Latino,965.0,below_gl_4_6_yrs,950.0
282,NEUWIRTH,469285,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1050.0,below_gl_4_6_yrs,945.0
283,NEUWIRTH,469309,11.0,EL,Free/Reduced,Special Education,Hispanic or Latino,555.0,between_6_yrs_fr,580.0
284,NEUWIRTH,469321,12.0,EO,Free/Reduced,Non-Special Education,Black or African American,1310.0,college_ready,1360.0
285,NEUWIRTH,469333,12.0,EO,Free/Reduced,Non-Special Education,Black or African American,955.0,below_gl_4_6_yrs,<built-in function zeros>
286,NEUWIRTH,469345,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,920.0,between_6_yrs_fr,875.0
287,NEUWIRTH,469357,12.0,IFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1190.0,grade_level,1080.0
288,NEUWIRTH,469381,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1030.0,below_gl_4_6_yrs,1010.0
289,NEUWIRTH,469393,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1065.0,below_gl_1_3_yrs,1100.0
290,NEUWIRTH,469405,12.0,IFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1055.0,below_gl_1_3_yrs,1115.0
291,NEUWIRTH,469429,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1285.0,grade_level,1310.0
292,NEUWIRTH,469441,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1160.0,below_gl_1_3_yrs,1255.0
293,NEUWIRTH,469453,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,900.0,between_6_yrs_fr,900.0
294,NEUWIRTH,469501,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1255.0,grade_level,1205.0
295,NEUWIRTH,469513,12.0,RFEP,Free/Reduced,Special Education,Hispanic or Latino,910.0,between_6_yrs_fr,925.0
296,NEUWIRTH,469525,12.0,IFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1315.0,college_ready,1330.0
297,NEUWIRTH,469537,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,920.0,between_6_yrs_fr,945.0
298,NEUWIRTH,469561,12.0,EO,Paid,Non-Special Education,Black or African American,885.0,between_6_yrs_fr,910.0
299,NEUWIRTH,469585,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,830.0,between_6_yrs_fr,840.0
300,NEUWIRTH,469597,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,900.0,between_6_yrs_fr,895.0
301,NEUWIRTH,469609,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,975.0,below_gl_4_6_yrs,975.0
302,NEUWIRTH,469621,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,875.0,between_6_yrs_fr,880.0
303,NEUWIRTH,469633,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1300.0,college_ready,1320.0
304,NEUWIRTH,469645,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,880.0,between_6_yrs_fr,885.0
305,NEUWIRTH,469669,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1165.0,below_gl_1_3_yrs,1090.0
306,NEUWIRTH,469681,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1205.0,grade_level,1180.0
307,NEUWIRTH,469693,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1230.0,grade_level,<built-in function zeros>
308,NEUWIRTH,469705,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1145.0,below_gl_1_3_yrs,1130.0
309,NEUWIRTH,469729,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1020.0,below_gl_4_6_yrs,1065.0
310,NEUWIRTH,469765,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1055.0,below_gl_1_3_yrs,1100.0
311,NEUWIRTH,469789,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,825.0,between_6_yrs_fr,910.0
312,NEUWIRTH,469849,12.0,RFEP,Free/Reduced,Special Education,Hispanic or Latino,760.0,between_6_yrs_fr,625.0
313,NEUWIRTH,469861,12.0,RFEP,Free/Reduced,Special Education,Hispanic or Latino,775.0,between_6_yrs_fr,790.0
314,NEUWIRTH,469885,12.0,EL,Free/Reduced,Special Education,Hispanic or Latino,625.0,between_6_yrs_fr,575.0
315,NEUWIRTH,469897,12.0,IFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1140.0,below_gl_1_3_yrs,1105.0
316,NEUWIRTH,469909,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,975.0,below_gl_4_6_yrs,1010.0
317,NEUWIRTH,469921,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1170.0,below_gl_1_3_yrs,1155.0
318,NEUWIRTH,469945,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1155.0,below_gl_1_3_yrs,1105.0
319,NEUWIRTH,469993,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,935.0,below_gl_4_6_yrs,995.0
320,NEUWIRTH,470005,12.0,EO,Free/Reduced,Non-Special Education,Hispanic or Latino,1075.0,below_gl_1_3_yrs,1145.0
321,NEUWIRTH,470017,12.0,EO,Free/Reduced,Non-Special Education,Hispanic or Latino,1045.0,below_gl_4_6_yrs,1075.0
322,SMIDT,470041,12.0,EL,Free/Reduced,Special Education,Hispanic or Latino,640.0,between_6_yrs_fr,<built-in function zeros>
323,NEUWIRTH,471481,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1140.0,below_gl_1_3_yrs,1150.0
324,NEUWIRTH,471493,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1070.0,below_gl_1_3_yrs,1050.0
325,TENNENBAUM,471529,12.0,IFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1355.0,college_ready,1425.0
326,SMIDT,471565,12.0,IFEP,Paid,Special Education,Hispanic or Latino,650.0,between_6_yrs_fr,710.0
327,NEUWIRTH,471577,12.0,IFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1015.0,below_gl_4_6_yrs,1040.0
328,NEUWIRTH,471613,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,955.0,below_gl_4_6_yrs,930.0
329,NEUWIRTH,471637,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1185.0,grade_level,<built-in function zeros>
330,SIMON,471685,12.0,EO,Free/Reduced,Non-Special Education,Hispanic or Latino,1125.0,below_gl_1_3_yrs,1185.0
331,OUCHI,471721,9.0,EL,Free/Reduced,Non-Special Education,Hispanic or Latino,615.0,between_6_yrs_fr,675.0
332,TENNENBAUM,471733,12.0,IFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1035.0,below_gl_4_6_yrs,1015.0
333,SMASS,471757,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1090.0,below_gl_1_3_yrs,1190.0
334,COLLINS,471865,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1030.0,below_gl_4_6_yrs,1070.0
335,COLLINS,471877,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,920.0,between_6_yrs_fr,925.0
336,COLLINS,471889,12.0,IFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1330.0,college_ready,1375.0
337,COLLINS,471901,12.0,IFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1515.0,college_ready,1570.0
338,COLLINS,471913,12.0,IFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,885.0,between_6_yrs_fr,910.0
339,COLLINS,471925,12.0,RFEP,Free/Reduced,Special Education,Hispanic or Latino,1050.0,below_gl_4_6_yrs,1040.0
340,COLLINS,471949,12.0,EO,Free/Reduced,Non-Special Education,Hispanic or Latino,1260.0,grade_level,1270.0
341,COLLINS,471973,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1140.0,below_gl_1_3_yrs,1235.0
342,COLLINS,471997,12.0,EO,Free/Reduced,Non-Special Education,Hispanic or Latino,1380.0,college_ready,1455.0
343,COLLINS,472009,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1070.0,below_gl_1_3_yrs,1025.0
344,COLLINS,472033,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1130.0,below_gl_1_3_yrs,1135.0
345,COLLINS,472045,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,830.0,between_6_yrs_fr,805.0
346,COLLINS,472057,12.0,IFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,920.0,between_6_yrs_fr,1045.0
347,COLLINS,472069,12.0,IFEP,Paid,Non-Special Education,Hispanic or Latino,1130.0,below_gl_1_3_yrs,1135.0
348,COLLINS,472081,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,985.0,below_gl_4_6_yrs,1025.0
349,COLLINS,472093,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1185.0,grade_level,1215.0
350,COLLINS,472105,12.0,IFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1305.0,college_ready,1355.0
351,COLLINS,472117,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,905.0,between_6_yrs_fr,900.0
352,COLLINS,472153,12.0,RFEP,Paid,Non-Special Education,Hispanic or Latino,925.0,below_gl_4_6_yrs,950.0
353,COLLINS,472165,12.0,RFEP,Free/Reduced,Special Education,Hispanic or Latino,945.0,below_gl_4_6_yrs,870.0
354,BLOOMFIELD,472177,12.0,EO,Free/Reduced,Non-Special Education,Hispanic or Latino,1065.0,below_gl_1_3_yrs,1025.0
355,COLLINS,472189,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1005.0,below_gl_4_6_yrs,925.0
356,COLLINS,472201,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1285.0,grade_level,1280.0
357,COLLINS,472213,12.0,EO,Free/Reduced,Non-Special Education,Hispanic or Latino,960.0,below_gl_4_6_yrs,1005.0
358,COLLINS,472225,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1095.0,below_gl_1_3_yrs,1140.0
359,COLLINS,472237,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1060.0,below_gl_1_3_yrs,1030.0
360,COLLINS,472249,12.0,EO,Free/Reduced,Non-Special Education,Hispanic or Latino,950.0,below_gl_4_6_yrs,980.0
361,COLLINS,472261,12.0,IFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1155.0,below_gl_1_3_yrs,1255.0
362,COLLINS,472273,12.0,IFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1080.0,below_gl_1_3_yrs,1050.0
363,COLLINS,472285,12.0,IFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,640.0,between_6_yrs_fr,670.0
364,COLLINS,472297,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1340.0,college_ready,1395.0
365,COLLINS,472309,12.0,EO,Free/Reduced,Non-Special Education,Hispanic or Latino,985.0,below_gl_4_6_yrs,1125.0
366,COLLINS,472321,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1205.0,grade_level,1155.0
367,COLLINS,472333,12.0,IFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1025.0,below_gl_4_6_yrs,1005.0
368,COLLINS,472345,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1095.0,below_gl_1_3_yrs,1055.0
369,COLLINS,472357,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1280.0,grade_level,1285.0
370,COLLINS,472369,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1065.0,below_gl_1_3_yrs,1145.0
371,BLOOMFIELD,472393,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,890.0,between_6_yrs_fr,975.0
372,COLLINS,472405,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1115.0,below_gl_1_3_yrs,1155.0
373,COLLINS,472429,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1465.0,college_ready,1330.0
374,COLLINS,472441,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,930.0,below_gl_4_6_yrs,945.0
375,COLLINS,472453,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1085.0,below_gl_1_3_yrs,1200.0
376,COLLINS,472465,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,960.0,below_gl_4_6_yrs,1040.0
377,COLLINS,472477,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,740.0,between_6_yrs_fr,830.0
378,COLLINS,472489,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1070.0,below_gl_1_3_yrs,785.0
379,COLLINS,472501,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1050.0,below_gl_4_6_yrs,1015.0
380,COLLINS,472513,12.0,RFEP,Free/Reduced,Special Education,Hispanic or Latino,1085.0,below_gl_1_3_yrs,1100.0
381,COLLINS,472537,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1055.0,below_gl_1_3_yrs,1045.0
382,COLLINS,472549,12.0,RFEP,Free/Reduced,Special Education,Hispanic or Latino,685.0,between_6_yrs_fr,730.0
383,COLLINS,472561,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,750.0,between_6_yrs_fr,825.0
384,COLLINS,472585,12.0,EO,Free/Reduced,Non-Special Education,Hispanic or Latino,855.0,between_6_yrs_fr,915.0
385,COLLINS,472609,12.0,RFEP,Free/Reduced,Special Education,Hispanic or Latino,790.0,between_6_yrs_fr,795.0
386,COLLINS,472621,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1170.0,below_gl_1_3_yrs,1165.0
387,COLLINS,472633,12.0,EO,Free/Reduced,Non-Special Education,Hispanic or Latino,1135.0,below_gl_1_3_yrs,1160.0
388,COLLINS,472645,12.0,EO,Paid,Non-Special Education,Hispanic or Latino,1210.0,grade_level,1090.0
389,COLLINS,472657,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1005.0,below_gl_4_6_yrs,980.0
390,COLLINS,472669,12.0,IFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1010.0,below_gl_4_6_yrs,1000.0
391,COLLINS,472693,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,990.0,below_gl_4_6_yrs,990.0
392,COLLINS,472705,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,855.0,between_6_yrs_fr,915.0
393,COLLINS,472717,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1030.0,below_gl_4_6_yrs,1085.0
394,COLLINS,472741,12.0,EO,Free/Reduced,Non-Special Education,Hispanic or Latino,1035.0,below_gl_4_6_yrs,975.0
395,COLLINS,472753,12.0,IFEP,Paid,Non-Special Education,Hispanic or Latino,1240.0,grade_level,1305.0
396,COLLINS,472765,12.0,EO,Free/Reduced,Special Education,Hispanic or Latino,800.0,between_6_yrs_fr,840.0
397,COLLINS,472777,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1030.0,below_gl_4_6_yrs,1030.0
398,COLLINS,472789,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1080.0,below_gl_1_3_yrs,1035.0
399,COLLINS,472801,12.0,IFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1285.0,grade_level,1310.0
400,COLLINS,472825,12.0,EO,Free/Reduced,Non-Special Education,Hispanic or Latino,905.0,between_6_yrs_fr,895.0
401,COLLINS,472837,12.0,RFEP,Free/Reduced,Special Education,Hispanic or Latino,785.0,between_6_yrs_fr,940.0
402,COLLINS,472849,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1095.0,below_gl_1_3_yrs,1170.0
403,COLLINS,472861,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,925.0,below_gl_4_6_yrs,970.0
404,COLLINS,472873,12.0,RFEP,Free/Reduced,Non-Special Education,Hispanic or Latino,1000.0,below_gl_4_6_yrs,1030.0
